Region,FullDate1,TotalSales,Textbox106,Textbox108
AK,1/14/2025 12:00:00 AM,"$1,916.00",Total for AK,"$294,040.00"
AK,1/16/2025 12:00:00 AM,$185.00,Total for AK,"$294,040.00"
AK,1/22/2025 12:00:00 AM,"$2,286.00",Total for AK,"$294,040.00"
AK,2/4/2025 12:00:00 AM,$38.00,Total for AK,"$294,040.00"
AK,2/8/2025 12:00:00 AM,"$2,664.00",Total for AK,"$294,040.00"
AK,2/9/2025 12:00:00 AM,"$5,886.00",Total for AK,"$294,040.00"
AK,2/17/2025 12:00:00 AM,$484.00,Total for AK,"$294,040.00"
AK,2/20/2025 12:00:00 AM,"$4,869.00",Total for AK,"$294,040.00"
AK,2/21/2025 12:00:00 AM,$234.00,Total for AK,"$294,040.00"
AK,3/5/2025 12:00:00 AM,$276.00,Total for AK,"$294,040.00"
AK,3/9/2025 12:00:00 AM,"$4,400.00",Total for AK,"$294,040.00"
AK,3/19/2025 12:00:00 AM,$1.00,Total for AK,"$294,040.00"
AK,3/20/2025 12:00:00 AM,"$1,386.00",Total for AK,"$294,040.00"
AK,3/26/2025 12:00:00 AM,"$3,882.00",Total for AK,"$294,040.00"
AK,4/7/2025 12:00:00 AM,"$1,853.00",Total for AK,"$294,040.00"
AK,4/13/2025 12:00:00 AM,$824.00,Total for AK,"$294,040.00"
AK,4/21/2025 12:00:00 AM,"$2,960.00",Total for AK,"$294,040.00"
AK,4/22/2025 12:00:00 AM,$964.00,Total for AK,"$294,040.00"
AK,4/29/2025 12:00:00 AM,"$3,801.00",Total for AK,"$294,040.00"
AK,5/3/2025 12:00:00 AM,"$1,894.00",Total for AK,"$294,040.00"
AK,5/19/2025 12:00:00 AM,$145.00,Total for AK,"$294,040.00"
AK,5/21/2025 12:00:00 AM,$32.00,Total for AK,"$294,040.00"
AK,5/28/2025 12:00:00 AM,$60.00,Total for AK,"$294,040.00"
AK,6/5/2025 12:00:00 AM,"$1,574.00",Total for AK,"$294,040.00"
AK,6/6/2025 12:00:00 AM,"$1,034.00",Total for AK,"$294,040.00"
AK,6/18/2025 12:00:00 AM,$676.00,Total for AK,"$294,040.00"
AK,6/19/2025 12:00:00 AM,$81.00,Total for AK,"$294,040.00"
AK,6/22/2025 12:00:00 AM,"$1,378.00",Total for AK,"$294,040.00"
AK,6/23/2025 12:00:00 AM,"$1,892.00",Total for AK,"$294,040.00"
AK,6/24/2025 12:00:00 AM,$90.00,Total for AK,"$294,040.00"
AK,6/25/2025 12:00:00 AM,"$6,102.00",Total for AK,"$294,040.00"
AK,6/28/2025 12:00:00 AM,"$1,430.00",Total for AK,"$294,040.00"
AK,6/29/2025 12:00:00 AM,"$2,062.00",Total for AK,"$294,040.00"
AK,7/13/2025 12:00:00 AM,$312.00,Total for AK,"$294,040.00"
AK,7/19/2025 12:00:00 AM,"$1,805.00",Total for AK,"$294,040.00"
AK,7/28/2025 12:00:00 AM,"$1,404.00",Total for AK,"$294,040.00"
AK,8/5/2025 12:00:00 AM,$680.00,Total for AK,"$294,040.00"
AK,8/10/2025 12:00:00 AM,$261.00,Total for AK,"$294,040.00"
AK,8/16/2025 12:00:00 AM,$178.00,Total for AK,"$294,040.00"
AK,9/5/2025 12:00:00 AM,$45.00,Total for AK,"$294,040.00"
AK,9/10/2025 12:00:00 AM,"$2,356.00",Total for AK,"$294,040.00"
AK,9/27/2025 12:00:00 AM,"$2,685.00",Total for AK,"$294,040.00"
AK,9/29/2025 12:00:00 AM,$850.00,Total for AK,"$294,040.00"
AK,9/30/2025 12:00:00 AM,$514.00,Total for AK,"$294,040.00"
AK,10/1/2025 12:00:00 AM,$432.00,Total for AK,"$294,040.00"
AK,10/4/2025 12:00:00 AM,"$7,405.00",Total for AK,"$294,040.00"
AK,10/18/2025 12:00:00 AM,"$2,440.00",Total for AK,"$294,040.00"
AK,10/20/2025 12:00:00 AM,$60.00,Total for AK,"$294,040.00"
AK,10/31/2025 12:00:00 AM,$48.00,Total for AK,"$294,040.00"
AK,11/20/2025 12:00:00 AM,"$7,569.00",Total for AK,"$294,040.00"
AK,11/25/2025 12:00:00 AM,$128.00,Total for AK,"$294,040.00"
AK,12/16/2025 12:00:00 AM,$266.00,Total for AK,"$294,040.00"
AK,12/17/2025 12:00:00 AM,$174.00,Total for AK,"$294,040.00"
AK,12/20/2025 12:00:00 AM,$126.00,Total for AK,"$294,040.00"
AK,12/27/2025 12:00:00 AM,$77.00,Total for AK,"$294,040.00"
AK,12/28/2025 12:00:00 AM,$125.00,Total for AK,"$294,040.00"
AL,1/2/2023 12:00:00 AM,$276.00,Total for AL,"$292,956.00"
AL,1/3/2023 12:00:00 AM,$656.00,Total for AL,"$292,956.00"
AL,1/6/2023 12:00:00 AM,$92.00,Total for AL,"$292,956.00"
AL,1/11/2023 12:00:00 AM,"$1,839.00",Total for AL,"$292,956.00"
AL,1/13/2023 12:00:00 AM,$386.00,Total for AL,"$292,956.00"
AL,1/14/2023 12:00:00 AM,"$1,818.00",Total for AL,"$292,956.00"
AL,1/28/2023 12:00:00 AM,$576.00,Total for AL,"$292,956.00"
AL,2/2/2023 12:00:00 AM,$108.00,Total for AL,"$292,956.00"
AL,2/3/2023 12:00:00 AM,$36.00,Total for AL,"$292,956.00"
AL,2/10/2023 12:00:00 AM,$52.00,Total for AL,"$292,956.00"
AL,2/15/2023 12:00:00 AM,"$6,448.00",Total for AL,"$292,956.00"
AL,2/18/2023 12:00:00 AM,"$7,676.00",Total for AL,"$292,956.00"
AL,2/19/2023 12:00:00 AM,$531.00,Total for AL,"$292,956.00"
AL,2/23/2023 12:00:00 AM,$156.00,Total for AL,"$292,956.00"
AL,3/8/2023 12:00:00 AM,$604.00,Total for AL,"$292,956.00"
AL,3/9/2023 12:00:00 AM,$800.00,Total for AL,"$292,956.00"
AL,3/13/2023 12:00:00 AM,$74.00,Total for AL,"$292,956.00"
AL,3/29/2023 12:00:00 AM,"$3,745.00",Total for AL,"$292,956.00"
AL,4/6/2023 12:00:00 AM,$284.00,Total for AL,"$292,956.00"
AL,4/12/2023 12:00:00 AM,"$1,044.00",Total for AL,"$292,956.00"
AL,4/18/2023 12:00:00 AM,$420.00,Total for AL,"$292,956.00"
AL,4/21/2023 12:00:00 AM,$712.00,Total for AL,"$292,956.00"
AL,4/22/2023 12:00:00 AM,$831.00,Total for AL,"$292,956.00"
AL,4/26/2023 12:00:00 AM,"$1,283.00",Total for AL,"$292,956.00"
AL,4/27/2023 12:00:00 AM,"$1,864.00",Total for AL,"$292,956.00"
AL,4/30/2023 12:00:00 AM,$968.00,Total for AL,"$292,956.00"
AL,5/1/2023 12:00:00 AM,$546.00,Total for AL,"$292,956.00"
AL,5/7/2023 12:00:00 AM,"$5,040.00",Total for AL,"$292,956.00"
AL,5/19/2023 12:00:00 AM,$796.00,Total for AL,"$292,956.00"
AL,5/26/2023 12:00:00 AM,$30.00,Total for AL,"$292,956.00"
AL,5/28/2023 12:00:00 AM,"$4,116.00",Total for AL,"$292,956.00"
AL,6/1/2023 12:00:00 AM,$440.00,Total for AL,"$292,956.00"
AL,6/6/2023 12:00:00 AM,$204.00,Total for AL,"$292,956.00"
AL,6/30/2023 12:00:00 AM,$460.00,Total for AL,"$292,956.00"
AL,7/3/2023 12:00:00 AM,$39.00,Total for AL,"$292,956.00"
AL,7/7/2023 12:00:00 AM,"$10,165.00",Total for AL,"$292,956.00"
AL,7/15/2023 12:00:00 AM,$229.00,Total for AL,"$292,956.00"
AL,7/20/2023 12:00:00 AM,$346.00,Total for AL,"$292,956.00"
AL,8/5/2023 12:00:00 AM,"$2,888.00",Total for AL,"$292,956.00"
AL,9/17/2023 12:00:00 AM,$246.00,Total for AL,"$292,956.00"
AL,9/23/2023 12:00:00 AM,"$5,691.00",Total for AL,"$292,956.00"
AL,10/11/2023 12:00:00 AM,"$4,218.00",Total for AL,"$292,956.00"
AL,10/15/2023 12:00:00 AM,"$1,000.00",Total for AL,"$292,956.00"
AL,10/16/2023 12:00:00 AM,$16.00,Total for AL,"$292,956.00"
AL,10/19/2023 12:00:00 AM,$257.00,Total for AL,"$292,956.00"
AL,11/8/2023 12:00:00 AM,$750.00,Total for AL,"$292,956.00"
AL,12/1/2023 12:00:00 AM,"$1,566.00",Total for AL,"$292,956.00"
AL,12/31/2023 12:00:00 AM,$141.00,Total for AL,"$292,956.00"
AL,1/14/2024 12:00:00 AM,$103.00,Total for AL,"$292,956.00"
AL,1/20/2024 12:00:00 AM,"$5,049.00",Total for AL,"$292,956.00"
AL,1/26/2024 12:00:00 AM,$160.00,Total for AL,"$292,956.00"
AL,2/29/2024 12:00:00 AM,"$1,425.00",Total for AL,"$292,956.00"
AL,3/1/2024 12:00:00 AM,"$1,560.00",Total for AL,"$292,956.00"
AL,3/6/2024 12:00:00 AM,"$6,355.00",Total for AL,"$292,956.00"
AL,3/14/2024 12:00:00 AM,$148.00,Total for AL,"$292,956.00"
AL,3/15/2024 12:00:00 AM,$370.00,Total for AL,"$292,956.00"
AL,3/17/2024 12:00:00 AM,$459.00,Total for AL,"$292,956.00"
AL,3/30/2024 12:00:00 AM,$14.00,Total for AL,"$292,956.00"
AL,3/31/2024 12:00:00 AM,$500.00,Total for AL,"$292,956.00"
AL,4/5/2024 12:00:00 AM,"$5,740.00",Total for AL,"$292,956.00"
AL,4/6/2024 12:00:00 AM,$576.00,Total for AL,"$292,956.00"
AL,4/15/2024 12:00:00 AM,"$1,024.00",Total for AL,"$292,956.00"
AL,4/18/2024 12:00:00 AM,$336.00,Total for AL,"$292,956.00"
AL,4/20/2024 12:00:00 AM,"$5,313.00",Total for AL,"$292,956.00"
AL,4/21/2024 12:00:00 AM,"$1,806.00",Total for AL,"$292,956.00"
AL,4/23/2024 12:00:00 AM,$32.00,Total for AL,"$292,956.00"
AL,4/26/2024 12:00:00 AM,$282.00,Total for AL,"$292,956.00"
AL,4/27/2024 12:00:00 AM,$510.00,Total for AL,"$292,956.00"
AL,5/13/2024 12:00:00 AM,$186.00,Total for AL,"$292,956.00"
AL,6/2/2024 12:00:00 AM,"$1,112.00",Total for AL,"$292,956.00"
AL,6/3/2024 12:00:00 AM,$479.00,Total for AL,"$292,956.00"
AL,6/18/2024 12:00:00 AM,$20.00,Total for AL,"$292,956.00"
AL,6/24/2024 12:00:00 AM,$663.00,Total for AL,"$292,956.00"
AL,6/27/2024 12:00:00 AM,"$3,680.00",Total for AL,"$292,956.00"
AL,7/5/2024 12:00:00 AM,$354.00,Total for AL,"$292,956.00"
AL,7/6/2024 12:00:00 AM,$66.00,Total for AL,"$292,956.00"
AL,7/11/2024 12:00:00 AM,$177.00,Total for AL,"$292,956.00"
AL,7/13/2024 12:00:00 AM,"$8,298.00",Total for AL,"$292,956.00"
AL,7/14/2024 12:00:00 AM,"$2,142.00",Total for AL,"$292,956.00"
AL,7/21/2024 12:00:00 AM,$543.00,Total for AL,"$292,956.00"
AL,7/25/2024 12:00:00 AM,$435.00,Total for AL,"$292,956.00"
AL,7/31/2024 12:00:00 AM,$11.00,Total for AL,"$292,956.00"
AL,8/4/2024 12:00:00 AM,"$7,350.00",Total for AL,"$292,956.00"
AL,8/20/2024 12:00:00 AM,"$1,782.00",Total for AL,"$292,956.00"
AL,8/28/2024 12:00:00 AM,$240.00,Total for AL,"$292,956.00"
AL,9/2/2024 12:00:00 AM,$282.00,Total for AL,"$292,956.00"
AL,9/5/2024 12:00:00 AM,$328.00,Total for AL,"$292,956.00"
AL,9/8/2024 12:00:00 AM,"$2,964.00",Total for AL,"$292,956.00"
AL,9/15/2024 12:00:00 AM,"$1,395.00",Total for AL,"$292,956.00"
AL,9/17/2024 12:00:00 AM,"$17,850.00",Total for AL,"$292,956.00"
AL,9/22/2024 12:00:00 AM,$41.00,Total for AL,"$292,956.00"
AL,9/30/2024 12:00:00 AM,"$6,153.00",Total for AL,"$292,956.00"
AL,10/2/2024 12:00:00 AM,$148.00,Total for AL,"$292,956.00"
AL,11/3/2024 12:00:00 AM,$26.00,Total for AL,"$292,956.00"
AL,11/11/2024 12:00:00 AM,$303.00,Total for AL,"$292,956.00"
AL,11/20/2024 12:00:00 AM,"$2,166.00",Total for AL,"$292,956.00"
AL,11/26/2024 12:00:00 AM,"$1,446.00",Total for AL,"$292,956.00"
AL,11/28/2024 12:00:00 AM,$203.00,Total for AL,"$292,956.00"
AL,12/5/2024 12:00:00 AM,$414.00,Total for AL,"$292,956.00"
AL,12/6/2024 12:00:00 AM,$77.00,Total for AL,"$292,956.00"
AL,12/11/2024 12:00:00 AM,$537.00,Total for AL,"$292,956.00"
AL,12/29/2024 12:00:00 AM,$169.00,Total for AL,"$292,956.00"
AL,1/17/2025 12:00:00 AM,$254.00,Total for AL,"$292,956.00"
AL,1/20/2025 12:00:00 AM,"$1,917.00",Total for AL,"$292,956.00"
AL,1/28/2025 12:00:00 AM,$772.00,Total for AL,"$292,956.00"
AL,1/31/2025 12:00:00 AM,"$4,844.00",Total for AL,"$292,956.00"
AL,2/13/2025 12:00:00 AM,$772.00,Total for AL,"$292,956.00"
AL,2/17/2025 12:00:00 AM,$202.00,Total for AL,"$292,956.00"
AL,2/22/2025 12:00:00 AM,$867.00,Total for AL,"$292,956.00"
AL,3/2/2025 12:00:00 AM,"$1,568.00",Total for AL,"$292,956.00"
AL,3/5/2025 12:00:00 AM,$784.00,Total for AL,"$292,956.00"
AL,3/6/2025 12:00:00 AM,"$1,852.00",Total for AL,"$292,956.00"
AL,3/11/2025 12:00:00 AM,"$1,331.00",Total for AL,"$292,956.00"
AL,3/12/2025 12:00:00 AM,"$2,942.00",Total for AL,"$292,956.00"
AL,3/17/2025 12:00:00 AM,$867.00,Total for AL,"$292,956.00"
AL,3/26/2025 12:00:00 AM,$548.00,Total for AL,"$292,956.00"
AL,3/30/2025 12:00:00 AM,$986.00,Total for AL,"$292,956.00"
AL,4/20/2025 12:00:00 AM,"$2,610.00",Total for AL,"$292,956.00"
AL,4/21/2025 12:00:00 AM,$153.00,Total for AL,"$292,956.00"
AL,4/24/2025 12:00:00 AM,$90.00,Total for AL,"$292,956.00"
AL,5/1/2025 12:00:00 AM,"$4,446.00",Total for AL,"$292,956.00"
AL,5/2/2025 12:00:00 AM,"$5,664.00",Total for AL,"$292,956.00"
AL,5/5/2025 12:00:00 AM,"$3,129.00",Total for AL,"$292,956.00"
AL,5/9/2025 12:00:00 AM,"$5,196.00",Total for AL,"$292,956.00"
AL,5/10/2025 12:00:00 AM,"$1,265.00",Total for AL,"$292,956.00"
AL,5/12/2025 12:00:00 AM,"$3,372.00",Total for AL,"$292,956.00"
AL,5/22/2025 12:00:00 AM,"$3,205.00",Total for AL,"$292,956.00"
AL,5/25/2025 12:00:00 AM,"$7,356.00",Total for AL,"$292,956.00"
AL,5/26/2025 12:00:00 AM,"$3,966.00",Total for AL,"$292,956.00"
AL,5/28/2025 12:00:00 AM,$69.00,Total for AL,"$292,956.00"
AL,5/29/2025 12:00:00 AM,"$12,269.00",Total for AL,"$292,956.00"
AL,6/8/2025 12:00:00 AM,"$5,628.00",Total for AL,"$292,956.00"
AL,6/9/2025 12:00:00 AM,"$1,704.00",Total for AL,"$292,956.00"
AL,6/16/2025 12:00:00 AM,"$1,050.00",Total for AL,"$292,956.00"
AL,6/23/2025 12:00:00 AM,$258.00,Total for AL,"$292,956.00"
AL,6/24/2025 12:00:00 AM,"$4,112.00",Total for AL,"$292,956.00"
AL,6/29/2025 12:00:00 AM,"$1,844.00",Total for AL,"$292,956.00"
AL,7/3/2025 12:00:00 AM,$722.00,Total for AL,"$292,956.00"
AL,7/10/2025 12:00:00 AM,"$2,041.00",Total for AL,"$292,956.00"
AL,7/17/2025 12:00:00 AM,"$1,089.00",Total for AL,"$292,956.00"
AL,7/19/2025 12:00:00 AM,$797.00,Total for AL,"$292,956.00"
AL,7/23/2025 12:00:00 AM,"$2,302.00",Total for AL,"$292,956.00"
AL,9/6/2025 12:00:00 AM,$240.00,Total for AL,"$292,956.00"
AL,9/9/2025 12:00:00 AM,$11.00,Total for AL,"$292,956.00"
AL,9/11/2025 12:00:00 AM,"$1,592.00",Total for AL,"$292,956.00"
AL,9/18/2025 12:00:00 AM,$182.00,Total for AL,"$292,956.00"
AL,10/12/2025 12:00:00 AM,$873.00,Total for AL,"$292,956.00"
AL,10/18/2025 12:00:00 AM,"$11,900.00",Total for AL,"$292,956.00"
AL,10/25/2025 12:00:00 AM,$471.00,Total for AL,"$292,956.00"
AL,10/27/2025 12:00:00 AM,$740.00,Total for AL,"$292,956.00"
AL,11/2/2025 12:00:00 AM,"$2,085.00",Total for AL,"$292,956.00"
AL,11/15/2025 12:00:00 AM,"$2,067.00",Total for AL,"$292,956.00"
AL,11/29/2025 12:00:00 AM,"$2,016.00",Total for AL,"$292,956.00"
AL,11/30/2025 12:00:00 AM,"$1,436.00",Total for AL,"$292,956.00"
AL,12/25/2025 12:00:00 AM,"$6,728.00",Total for AL,"$292,956.00"
AL,12/26/2025 12:00:00 AM,"$1,507.00",Total for AL,"$292,956.00"
AR,1/3/2023 12:00:00 AM,$694.00,Total for AR,"$138,292.00"
AR,1/16/2023 12:00:00 AM,"$1,188.00",Total for AR,"$138,292.00"
AR,2/13/2023 12:00:00 AM,"$5,748.00",Total for AR,"$138,292.00"
AR,2/24/2023 12:00:00 AM,$740.00,Total for AR,"$138,292.00"
AR,3/3/2023 12:00:00 AM,$196.00,Total for AR,"$138,292.00"
AR,3/5/2023 12:00:00 AM,"$2,998.00",Total for AR,"$138,292.00"
AR,3/25/2023 12:00:00 AM,"$5,156.00",Total for AR,"$138,292.00"
AR,4/7/2023 12:00:00 AM,"$3,331.00",Total for AR,"$138,292.00"
